date,institution,province,consumable,enrolment,occupancy_rate,is_exam_month,is_event_month,rainfall_mm,quantity_used
2022-04-01,IPRC Musanze,Northern,Cleaning Supplies,495,85.2,0,0,48.4,1163.51
2022-05-01,IPRC Musanze,Northern,Cleaning Supplies,458,71.6,0,0,95.0,1184.67
2022-06-01,IPRC Musanze,Northern,Cleaning Supplies,475,69.0,1,0,112.3,1250.26
2022-07-01,IPRC Musanze,Northern,Cleaning Supplies,466,73.6,0,0,83.4,1187.34
2022-08-01,IPRC Musanze,Northern,Cleaning Supplies,428,91.6,0,0,35.4,995.62
2022-09-01,IPRC Musanze,Northern,Cleaning Supplies,471,80.7,0,1,87.0,1002.76
2022-10-01,IPRC Musanze,Northern,Cleaning Supplies,472,74.2,0,0,131.8,812.3
2022-11-01,IPRC Musanze,Northern,Cleaning Supplies,486,68.3,1,0,87.6,738.44
2022-12-01,IPRC Musanze,Northern,Cleaning Supplies,429,78.9,0,0,73.9,641.35
2023-01-01,IPRC Musanze,Northern,Cleaning Supplies,427,89.8,0,0,63.1,679.85
2023-02-01,IPRC Musanze,Northern,Cleaning Supplies,483,71.4,0,0,115.6,687.02
2023-03-01,IPRC Musanze,Northern,Cleaning Supplies,503,76.1,0,1,72.1,999.03
2023-04-01,IPRC Musanze,Northern,Cleaning Supplies,484,71.3,0,0,67.5,1013.25
2023-05-01,IPRC Musanze,Northern,Cleaning Supplies,424,90.6,0,0,73.0,1212.23
2023-06-01,IPRC Musanze,Northern,Cleaning Supplies,466,68.1,1,0,89.8,1382.53
2023-07-01,IPRC Musanze,Northern,Cleaning Supplies,454,85.5,0,0,120.6,1237.67
2023-08-01,IPRC Musanze,Northern,Cleaning Supplies,446,67.4,0,0,71.6,992.78
2023-09-01,IPRC Musanze,Northern,Cleaning Supplies,476,58.6,0,1,89.8,944.64
2023-10-01,IPRC Musanze,Northern,Cleaning Supplies,451,86.3,0,0,102.7,859.11
2023-11-01,IPRC Musanze,Northern,Cleaning Supplies,453,83.5,1,0,139.1,853.82
2023-12-01,IPRC Musanze,Northern,Cleaning Supplies,427,74.0,0,0,79.6,620.79
2018-01-01,IPRC Musanze,Northern,Toiletries,480,69.3,0,0,92.0,412.73
2018-02-01,IPRC Musanze,Northern,Toiletries,503,71.9,0,0,91.7,569.69
2018-03-01,IPRC Musanze,Northern,Toiletries,494,53.3,0,1,89.5,692.03
2018-04-01,IPRC Musanze,Northern,Toiletries,446,89.8,0,0,63.4,843.54
2018-05-01,IPRC Musanze,Northern,Toiletries,470,86.1,0,0,70.0,829.38
2018-06-01,IPRC Musanze,Northern,Toiletries,492,79.4,1,0,43.7,999.14
2018-07-01,IPRC Musanze,Northern,Toiletries,471,82.7,0,0,69.6,668.29
2018-08-01,IPRC Musanze,Northern,Toiletries,475,66.2,0,0,29.5,581.73
2018-09-01,IPRC Musanze,Northern,Toiletries,484,77.0,0,1,83.2,839.52
2018-10-01,IPRC Musanze,Northern,Toiletries,479,88.9,0,0,48.2,604.15
2018-11-01,IPRC Musanze,Northern,Toiletries,411,74.2,1,0,82.5,562.69
2018-12-01,IPRC Musanze,Northern,Toiletries,461,81.0,0,0,111.1,558.47
2019-01-01,IPRC Musanze,Northern,Toiletries,450,68.5,0,0,97.4,445.25
2019-02-01,IPRC Musanze,Northern,Toiletries,504,73.7,0,0,73.0,566.42
2019-03-01,IPRC Musanze,Northern,Toiletries,481,74.7,0,1,70.7,846.52
2019-04-01,IPRC Musanze,Northern,Toiletries,434,76.3,0,0,109.6,650.27
2019-05-01,IPRC Musanze,Northern,Toiletries,474,67.6,0,0,114.7,763.74
2019-06-01,IPRC Musanze,Northern,Toiletries,480,84.8,1,0,115.8,1072.64
2019-07-01,IPRC Musanze,Northern,Toiletries,453,71.4,0,0,134.1,775.17
2019-08-01,IPRC Musanze,Northern,Toiletries,428,81.3,0,0,66.1,699.01
2019-09-01,IPRC Musanze,Northern,Toiletries,416,72.1,0,1,87.5,704.34
2019-10-01,IPRC Musanze,Northern,Toiletries,488,80.2,0,0,84.3,583.58
2019-11-01,IPRC Musanze,Northern,Toiletries,475,86.2,1,0,93.8,576.11
2019-12-01,IPRC Musanze,Northern,Toiletries,430,64.4,0,0,110.0,453.81
2020-01-01,IPRC Musanze,Northern,Toiletries,477,75.0,0,0,132.2,481.75
2020-02-01,IPRC Musanze,Northern,Toiletries,488,75.7,0,0,71.7,611.12
2020-03-01,IPRC Musanze,Northern,Toiletries,472,78.9,0,1,92.4,749.19
2020-04-01,IPRC Musanze,Northern,Toiletries,531,85.5,0,0,111.7,860.66
2020-05-01,IPRC Musanze,Northern,Toiletries,490,80.1,0,0,90.8,858.97
2020-06-01,IPRC Musanze,Northern,Toiletries,457,50.6,1,0,96.3,868.21
2020-07-01,IPRC Musanze,Northern,Toiletries,507,76.2,0,0,54.3,879.47
2020-08-01,IPRC Musanze,Northern,Toiletries,428,79.8,0,0,98.7,810.14
2020-09-01,IPRC Musanze,Northern,Toiletries,436,76.3,0,1,49.0,757.12
2020-10-01,IPRC Musanze,Northern,Toiletries,475,80.0,0,0,90.0,604.17
2020-11-01,IPRC Musanze,Northern,Toiletries,508,73.7,1,0,94.2,540.38
2020-12-01,IPRC Musanze,Northern,Toiletries,433,76.8,0,0,123.1,446.22
2021-01-01,IPRC Musanze,Northern,Toiletries,452,72.7,0,0,74.0,495.67
2021-02-01,IPRC Musanze,Northern,Toiletries,415,86.2,0,0,70.0,593.33
2021-03-01,IPRC Musanze,Northern,Toiletries,421,81.4,0,1,110.2,740.5
2021-04-01,IPRC Musanze,Northern,Toiletries,430,78.0,0,0,54.5,734.1
2021-05-01,IPRC Musanze,Northern,Toiletries,490,82.4,0,0,90.5,818.36
2021-06-01,IPRC Musanze,Northern,Toiletries,479,76.2,1,0,20.4,1082.49
2021-07-01,IPRC Musanze,Northern,Toiletries,459,85.6,0,0,57.1,648.55
2021-08-01,IPRC Musanze,Northern,Toiletries,468,78.3,0,0,39.3,719.59
2021-09-01,IPRC Musanze,Northern,Toiletries,542,73.6,0,1,111.9,749.14
2021-10-01,IPRC Musanze,Northern,Toiletries,397,74.6,0,0,82.0,510.73
2021-11-01,IPRC Musanze,Northern,Toiletries,456,78.1,1,0,85.5,512.63
2021-12-01,IPRC Musanze,Northern,Toiletries,474,60.4,0,0,28.5,473.86
2022-01-01,IPRC Musanze,Northern,Toiletries,475,75.5,0,0,48.1,472.66
2022-02-01,IPRC Musanze,Northern,Toiletries,452,63.2,0,0,67.8,564.72
2022-03-01,IPRC Musanze,Northern,Toiletries,502,72.6,0,1,112.7,641.22
2022-04-01,IPRC Musanze,Northern,Toiletries,479,69.6,0,0,99.2,749.73
2022-05-01,IPRC Musanze,Northern,Toiletries,499,69.0,0,0,108.8,834.07
2022-06-01,IPRC Musanze,Northern,Toiletries,455,74.5,1,0,64.6,986.5
2022-07-01,IPRC Musanze,Northern,Toiletries,458,77.9,0,0,92.5,899.16
2022-08-01,IPRC Musanze,Northern,Toiletries,487,67.6,0,0,116.1,692.78
2022-09-01,IPRC Musanze,Northern,Toiletries,477,81.0,0,1,32.7,766.68
2022-10-01,IPRC Musanze,Northern,Toiletries,445,69.9,0,0,130.5,517.76
2022-11-01,IPRC Musanze,Northern,Toiletries,435,76.6,1,0,110.6,548.48
2022-12-01,IPRC Musanze,Northern,Toiletries,494,80.2,0,0,24.7,470.5
2023-01-01,IPRC Musanze,Northern,Toiletries,443,79.8,0,0,11.3,592.52
2023-02-01,IPRC Musanze,Northern,Toiletries,475,77.2,0,0,125.4,687.46
2023-03-01,IPRC Musanze,Northern,Toiletries,486,83.6,0,1,93.9,766.36
2023-04-01,IPRC Musanze,Northern,Toiletries,445,69.4,0,0,69.4,658.07
2023-05-01,IPRC Musanze,Northern,Toiletries,457,62.5,0,0,95.7,795.21
2023-06-01,IPRC Musanze,Northern,Toiletries,464,71.8,1,0,182.3,1094.52
2023-07-01,IPRC Musanze,Northern,Toiletries,422,77.9,0,0,71.8,747.42
2023-08-01,IPRC Musanze,Northern,Toiletries,419,79.5,0,0,69.6,802.02
2023-09-01,IPRC Musanze,Northern,Toiletries,489,87.0,0,1,64.4,816.73
2023-10-01,IPRC Musanze,Northern,Toiletries,478,72.2,0,0,66.8,643.65
2023-11-01,IPRC Musanze,Northern,Toiletries,466,81.1,1,0,65.3,525.66
2023-12-01,IPRC Musanze,Northern,Toiletries,442,75.0,0,0,58.1,456.6
2018-01-01,IPRC Musanze,Northern,Paper Products,409,67.0,0,0,110.1,316.39
2018-02-01,IPRC Musanze,Northern,Paper Products,448,67.9,0,0,59.2,351.84
2018-03-01,IPRC Musanze,Northern,Paper Products,479,83.4,0,1,75.1,465.41
2018-04-01,IPRC Musanze,Northern,Paper Products,468,69.4,0,0,74.5,557.24
2018-05-01,IPRC Musanze,Northern,Paper Products,484,77.3,0,0,51.8,587.28
2018-06-01,IPRC Musanze,Northern,Paper Products,491,73.0,1,0,130.5,749.77
2018-07-01,IPRC Musanze,Northern,Paper Products,509,78.4,0,0,107.6,661.79
2018-08-01,IPRC Musanze,Northern,Paper Products,473,72.0,0,0,76.5,521.07
2018-09-01,IPRC Musanze,Northern,Paper Products,421,74.9,0,1,122.9,385.86
2018-10-01,IPRC Musanze,Northern,Paper Products,506,85.0,0,0,76.2,427.22
2018-11-01,IPRC Musanze,Northern,Paper Products,460,85.8,1,0,119.5,348.41
2018-12-01,IPRC Musanze,Northern,Paper Products,477,74.4,0,0,92.5,296.91
2019-01-01,IPRC Musanze,Northern,Paper Products,512,84.3,0,0,67.8,319.58
2019-02-01,IPRC Musanze,Northern,Paper Products,448,79.5,0,0,97.2,416.3
2019-03-01,IPRC Musanze,Northern,Paper Products,483,83.8,0,1,99.8,458.25
2019-04-01,IPRC Musanze,Northern,Paper Products,454,84.5,0,0,88.5,545.47
2019-05-01,IPRC Musanze,Northern,Paper Products,450,67.8,0,0,86.3,551.77
2019-06-01,IPRC Musanze,Northern,Paper Products,440,74.1,1,0,61.8,705.07
2019-07-01,IPRC Musanze,Northern,Paper Products,451,87.6,0,0,135.9,575.12
2019-08-01,IPRC Musanze,Northern,Paper Products,429,59.3,0,0,45.8,414.25
2019-09-01,IPRC Musanze,Northern,Paper Products,501,76.9,0,1,101.7,421.23
2019-10-01,IPRC Musanze,Northern,Paper Products,424,83.1,0,0,98.6,369.14
2019-11-01,IPRC Musanze,Northern,Paper Products,476,89.1,1,0,83.4,405.74
2019-12-01,IPRC Musanze,Northern,Paper Products,465,95.1,0,0,27.0,353.2
2020-01-01,IPRC Musanze,Northern,Paper Products,456,80.5,0,0,70.3,332.15
2020-02-01,IPRC Musanze,Northern,Paper Products,481,99.0,0,0,114.2,390.44
2020-03-01,IPRC Musanze,Northern,Paper Products,447,72.4,0,1,36.1,464.13
2020-04-01,IPRC Musanze,Northern,Paper Products,481,65.8,0,0,121.5,523.43
2020-05-01,IPRC Musanze,Northern,Paper Products,437,74.9,0,0,137.9,577.16
2020-06-01,IPRC Musanze,Northern,Paper Products,460,74.1,1,0,92.3,633.83
2020-07-01,IPRC Musanze,Northern,Paper Products,396,92.3,0,0,94.7,571.96
2020-08-01,IPRC Musanze,Northern,Paper Products,458,70.1,0,0,84.4,435.95
2020-09-01,IPRC Musanze,Northern,Paper Products,528,66.1,0,1,59.0,487.72
2020-10-01,IPRC Musanze,Northern,Paper Products,498,76.1,0,0,52.9,432.97
2020-11-01,IPRC Musanze,Northern,Paper Products,481,80.3,1,0,111.5,468.55
2020-12-01,IPRC Musanze,Northern,Paper Products,525,70.5,0,0,138.7,336.06
2021-01-01,IPRC Musanze,Northern,Paper Products,474,62.5,0,0,84.9,297.26
2021-02-01,IPRC Musanze,Northern,Paper Products,484,84.6,0,0,27.8,399.2
2021-03-01,IPRC Musanze,Northern,Paper Products,493,74.5,0,1,111.9,517.88
2021-04-01,IPRC Musanze,Northern,Paper Products,470,73.8,0,0,53.5,467.07
2021-05-01,IPRC Musanze,Northern,Paper Products,481,76.2,0,0,85.8,554.02
2021-06-01,IPRC Musanze,Northern,Paper Products,450,84.4,1,0,79.9,605.78
2021-07-01,IPRC Musanze,Northern,Paper Products,482,74.4,0,0,90.9,643.65
2021-08-01,IPRC Musanze,Northern,Paper Products,459,78.3,0,0,54.6,506.57
2021-09-01,IPRC Musanze,Northern,Paper Products,478,63.6,0,1,96.0,480.26
2021-10-01,IPRC Musanze,Northern,Paper Products,461,84.3,0,0,100.0,436.28
2021-11-01,IPRC Musanze,Northern,Paper Products,430,77.1,1,0,92.5,337.0
2021-12-01,IPRC Musanze,Northern,Paper Products,488,94.6,0,0,89.5,356.12
2022-01-01,IPRC Musanze,Northern,Paper Products,462,70.3,0,0,35.4,305.09
2022-02-01,IPRC Musanze,Northern,Paper Products,418,89.6,0,0,86.5,369.13
2022-03-01,IPRC Musanze,Northern,Paper Products,486,67.0,0,1,67.0,489.16
2022-04-01,IPRC Musanze,Northern,Paper Products,490,80.0,0,0,97.4,538.9
2022-05-01,IPRC Musanze,Northern,Paper Products,472,77.6,0,0,59.1,573.19
2022-06-01,IPRC Musanze,Northern,Paper Products,427,76.6,1,0,75.6,774.82
2022-07-01,IPRC Musanze,Northern,Paper Products,458,64.8,0,0,86.0,559.21
2022-08-01,IPRC Musanze,Northern,Paper Products,510,71.3,0,0,42.5,563.99
2022-09-01,IPRC Musanze,Northern,Paper Products,418,72.5,0,1,82.3,459.71
2022-10-01,IPRC Musanze,Northern,Paper Products,480,70.5,0,0,81.8,378.12
2022-11-01,IPRC Musanze,Northern,Paper Products,464,76.8,1,0,103.1,407.35
2022-12-01,IPRC Musanze,Northern,Paper Products,471,79.6,0,0,42.5,320.56
2023-01-01,IPRC Musanze,Northern,Paper Products,474,81.8,0,0,69.2,323.32
2023-02-01,IPRC Musanze,Northern,Paper Products,442,80.3,0,0,121.0,364.76
2023-03-01,IPRC Musanze,Northern,Paper Products,487,77.0,0,1,86.3,496.7
2023-04-01,IPRC Musanze,Northern,Paper Products,482,78.6,0,0,158.3,492.53
2023-05-01,IPRC Musanze,Northern,Paper Products,475,71.8,0,0,63.9,560.39
2023-06-01,IPRC Musanze,Northern,Paper Products,464,99.0,1,0,84.5,658.48
2023-07-01,IPRC Musanze,Northern,Paper Products,468,59.4,0,0,87.2,532.13
2023-08-01,IPRC Musanze,Northern,Paper Products,483,83.8,0,0,74.9,532.49
2023-09-01,IPRC Musanze,Northern,Paper Products,437,67.0,0,1,99.3,415.23
2023-10-01,IPRC Musanze,Northern,Paper Products,447,68.0,0,0,106.5,414.65
2023-11-01,IPRC Musanze,Northern,Paper Products,420,61.2,1,0,86.3,344.08
2023-12-01,IPRC Musanze,Northern,Paper Products,466,72.4,0,0,84.0,318.55
2018-01-01,EAV Rubilizi,Western,Soap & Detergent,521,62.4,0,0,78.9,645.43
2018-02-01,EAV Rubilizi,Western,Soap & Detergent,462,91.8,0,0,70.9,761.01
2018-03-01,EAV Rubilizi,Western,Soap & Detergent,506,73.3,0,1,34.6,934.6
2018-04-01,EAV Rubilizi,Western,Soap & Detergent,520,75.3,0,0,64.6,1109.89
2018-05-01,EAV Rubilizi,Western,Soap & Detergent,480,73.9,0,0,94.5,1148.84
2018-06-01,EAV Rubilizi,Western,Soap & Detergent,561,84.6,1,0,124.8,1386.11
2018-07-01,EAV Rubilizi,Western,Soap & Detergent,459,78.5,0,0,93.2,983.81
2018-08-01,EAV Rubilizi,Western,Soap & Detergent,484,81.2,0,0,100.8,1059.34
2018-09-01,EAV Rubilizi,Western,Soap & Detergent,498,73.9,0,1,74.6,869.91
2018-10-01,EAV Rubilizi,Western,Soap & Detergent,543,78.1,0,0,83.3,730.34
2018-11-01,EAV Rubilizi,Western,Soap & Detergent,578,69.4,1,0,77.1,817.37
2018-12-01,EAV Rubilizi,Western,Soap & Detergent,508,85.7,0,0,144.2,671.21
2019-01-01,EAV Rubilizi,Western,Soap & Detergent,458,75.9,0,0,99.2,729.64
2019-02-01,EAV Rubilizi,Western,Soap & Detergent,448,87.6,0,0,95.4,791.3
2019-03-01,EAV Rubilizi,Western,Soap & Detergent,486,71.3,0,1,112.5,990.9
2019-04-01,EAV Rubilizi,Western,Soap & Detergent,519,77.9,0,0,72.0,912.15
2019-05-01,EAV Rubilizi,Western,Soap & Detergent,514,81.4,0,0,61.0,1100.75
2019-06-01,EAV Rubilizi,Western,Soap & Detergent,475,66.1,1,0,65.5,1128.61
2019-07-01,EAV Rubilizi,Western,Soap & Detergent,477,72.1,0,0,41.2,1245.12
2019-08-01,EAV Rubilizi,Western,Soap & Detergent,527,71.8,0,0,98.2,1061.54
2019-09-01,EAV Rubilizi,Western,Soap & Detergent,525,71.5,0,1,122.8,936.63
2019-10-01,EAV Rubilizi,Western,Soap & Detergent,449,83.8,0,0,128.7,884.23
2019-11-01,EAV Rubilizi,Western,Soap & Detergent,454,83.6,1,0,77.7,783.15
2019-12-01,EAV Rubilizi,Western,Soap & Detergent,445,67.9,0,0,66.7,570.67
2020-01-01,EAV Rubilizi,Western,Soap & Detergent,470,83.3,0,0,120.8,682.12
2020-02-01,EAV Rubilizi,Western,Soap & Detergent,538,81.3,0,0,53.5,880.84
2020-03-01,EAV Rubilizi,Western,Soap & Detergent,471,85.3,0,1,137.2,1010.76
2020-04-01,EAV Rubilizi,Western,Soap & Detergent,445,70.7,0,0,129.7,928.65
2020-05-01,EAV Rubilizi,Western,Soap & Detergent,492,84.1,0,0,110.9,1161.49
2020-06-01,EAV Rubilizi,Western,Soap & Detergent,483,75.5,1,0,115.7,1352.96
2020-07-01,EAV Rubilizi,Western,Soap & Detergent,482,86.7,0,0,86.1,1057.66
2020-08-01,EAV Rubilizi,Western,Soap & Detergent,467,70.2,0,0,81.8,1056.42
2020-09-01,EAV Rubilizi,Western,Soap & Detergent,465,79.5,0,1,70.3,929.63
2020-10-01,EAV Rubilizi,Western,Soap & Detergent,444,76.2,0,0,84.2,739.85
2020-11-01,EAV Rubilizi,Western,Soap & Detergent,496,68.4,1,0,122.5,740.42
2020-12-01,EAV Rubilizi,Western,Soap & Detergent,495,77.9,0,0,74.5,630.18
2021-01-01,EAV Rubilizi,Western,Soap & Detergent,504,64.0,0,0,73.8,615.01
2021-02-01,EAV Rubilizi,Western,Soap & Detergent,497,87.5,0,0,66.8,748.59
2021-03-01,EAV Rubilizi,Western,Soap & Detergent,474,71.6,0,1,79.6,988.6
2021-04-01,EAV Rubilizi,Western,Soap & Detergent,458,81.4,0,0,38.9,947.51
2021-05-01,EAV Rubilizi,Western,Soap & Detergent,480,91.4,0,0,81.8,948.52
2021-06-01,EAV Rubilizi,Western,Soap & Detergent,430,78.3,1,0,108.4,1275.38
2021-07-01,EAV Rubilizi,Western,Soap & Detergent,495,87.3,0,0,73.8,1234.93
2021-08-01,EAV Rubilizi,Western,Soap & Detergent,441,70.8,0,0,35.8,917.13
2021-09-01,EAV Rubilizi,Western,Soap & Detergent,488,78.9,0,1,91.9,897.97
2021-10-01,EAV Rubilizi,Western,Soap & Detergent,484,66.0,0,0,130.9,694.65
2021-11-01,EAV Rubilizi,Western,Soap & Detergent,475,90.7,1,0,52.7,702.52
2021-12-01,EAV Rubilizi,Western,Soap & Detergent,457,77.5,0,0,102.9,630.07
2022-01-01,EAV Rubilizi,Western,Soap & Detergent,567,60.0,0,0,108.3,627.81
2022-02-01,EAV Rubilizi,Western,Soap & Detergent,472,73.0,0,0,62.7,819.04
2022-03-01,EAV Rubilizi,Western,Soap & Detergent,515,78.2,0,1,130.5,873.68
2022-04-01,EAV Rubilizi,Western,Soap & Detergent,450,60.6,0,0,69.0,922.84
2022-05-01,EAV Rubilizi,Western,Soap & Detergent,493,79.2,0,0,47.7,1189.5
2022-06-01,EAV Rubilizi,Western,Soap & Detergent,497,83.9,1,0,33.2,1387.85
2022-07-01,EAV Rubilizi,Western,Soap & Detergent,454,74.8,0,0,106.0,1064.57
2022-08-01,EAV Rubilizi,Western,Soap & Detergent,464,78.1,0,0,44.1,1077.35
2022-09-01,EAV Rubilizi,Western,Soap & Detergent,483,86.9,0,1,74.2,951.14
2022-10-01,EAV Rubilizi,Western,Soap & Detergent,467,85.0,0,0,68.7,788.27
2022-11-01,EAV Rubilizi,Western,Soap & Detergent,478,62.2,1,0,72.9,632.61
2022-12-01,EAV Rubilizi,Western,Soap & Detergent,491,68.5,0,0,117.8,591.68
2023-01-01,EAV Rubilizi,Western,Soap & Detergent,484,83.2,0,0,118.9,659.0
2023-02-01,EAV Rubilizi,Western,Soap & Detergent,466,63.8,0,0,69.4,658.91
2023-03-01,EAV Rubilizi,Western,Soap & Detergent,493,75.2,0,1,110.6,914.75
2023-04-01,EAV Rubilizi,Western,Soap & Detergent,488,87.5,0,0,100.3,1040.28
2023-05-01,EAV Rubilizi,Western,Soap & Detergent,471,72.9,0,0,64.5,1022.03
2023-06-01,EAV Rubilizi,Western,Soap & Detergent,512,76.2,1,0,49.5,1526.35
2023-07-01,EAV Rubilizi,Western,Soap & Detergent,499,66.7,0,0,76.7,1083.62
2023-08-01,EAV Rubilizi,Western,Soap & Detergent,541,69.1,0,0,119.3,1146.31
2023-09-01,EAV Rubilizi,Western,Soap & Detergent,471,75.8,0,1,58.9,927.32
2023-10-01,EAV Rubilizi,Western,Soap & Detergent,488,83.3,0,0,122.7,715.77
2023-11-01,EAV Rubilizi,Western,Soap & Detergent,430,77.8,1,0,98.8,717.77
2023-12-01,EAV Rubilizi,Western,Soap & Detergent,480,79.0,0,0,135.5,631.16
2018-01-01,EAV Rubilizi,Western,Bed Linen,478,74.0,0,0,84.9,502.48
2018-02-01,EAV Rubilizi,Western,Bed Linen,484,77.8,0,0,75.5,566.23
2018-03-01,EAV Rubilizi,Western,Bed Linen,548,81.6,0,1,92.5,729.31
2018-04-01,EAV Rubilizi,Western,Bed Linen,418,84.0,0,0,94.0,694.61
2018-05-01,EAV Rubilizi,Western,Bed Linen,468,74.9,0,0,77.7,812.31
2018-06-01,EAV Rubilizi,Western,Bed Linen,478,94.7,1,0,102.9,866.68
2018-07-01,EAV Rubilizi,Western,Bed Linen,486,72.8,0,0,24.2,856.18
2018-08-01,EAV Rubilizi,Western,Bed Linen,511,82.3,0,0,95.0,653.92
2018-09-01,EAV Rubilizi,Western,Bed Linen,475,84.7,0,1,58.5,545.43
2018-10-01,EAV Rubilizi,Western,Bed Linen,483,76.9,0,0,94.1,548.46
2018-11-01,EAV Rubilizi,Western,Bed Linen,509,80.1,1,0,125.9,473.4
2018-12-01,EAV Rubilizi,Western,Bed Linen,505,83.0,0,0,52.8,392.34
2019-01-01,EAV Rubilizi,Western,Bed Linen,467,72.7,0,0,112.6,415.73
2019-02-01,EAV Rubilizi,Western,Bed Linen,464,73.1,0,0,123.6,501.79
2019-03-01,EAV Rubilizi,Western,Bed Linen,484,77.1,0,1,128.8,631.58
2019-04-01,EAV Rubilizi,Western,Bed Linen,529,79.7,0,0,85.2,889.74
2019-05-01,EAV Rubilizi,Western,Bed Linen,458,75.2,0,0,53.0,800.68
2019-06-01,EAV Rubilizi,Western,Bed Linen,540,91.4,1,0,126.7,998.83
2019-07-01,EAV Rubilizi,Western,Bed Linen,479,64.6,0,0,151.1,758.44
2019-08-01,EAV Rubilizi,Western,Bed Linen,475,88.6,0,0,60.8,748.43
2019-09-01,EAV Rubilizi,Western,Bed Linen,484,83.1,0,1,88.1,606.72
2019-10-01,EAV Rubilizi,Western,Bed Linen,492,86.4,0,0,89.1,574.49
2019-11-01,EAV Rubilizi,Western,Bed Linen,458,77.8,1,0,71.3,537.77
2019-12-01,EAV Rubilizi,Western,Bed Linen,490,83.5,0,0,122.6,464.43
2020-01-01,EAV Rubilizi,Western,Bed Linen,498,70.0,0,0,89.9,427.72
2020-02-01,EAV Rubilizi,Western,Bed Linen,479,75.0,0,0,60.6,432.34
2020-03-01,EAV Rubilizi,Western,Bed Linen,469,79.5,0,1,49.6,668.18
2020-04-01,EAV Rubilizi,Western,Bed Linen,547,86.2,0,0,139.3,796.05
2020-05-01,EAV Rubilizi,Western,Bed Linen,525,72.2,0,0,70.7,614.81
2020-06-01,EAV Rubilizi,Western,Bed Linen,525,90.3,1,0,73.4,976.22
2020-07-01,EAV Rubilizi,Western,Bed Linen,467,81.1,0,0,123.7,660.13
2020-08-01,EAV Rubilizi,Western,Bed Linen,502,75.8,0,0,93.4,738.02
2020-09-01,EAV Rubilizi,Western,Bed Linen,484,77.2,0,1,83.6,724.26
2020-10-01,EAV Rubilizi,Western,Bed Linen,502,79.8,0,0,51.9,517.64
2020-11-01,EAV Rubilizi,Western,Bed Linen,516,78.3,1,0,109.8,615.33
2020-12-01,EAV Rubilizi,Western,Bed Linen,521,78.7,0,0,74.7,355.03
2021-01-01,EAV Rubilizi,Western,Bed Linen,484,75.4,0,0,101.7,443.78
2021-02-01,EAV Rubilizi,Western,Bed Linen,480,63.8,0,0,61.8,511.0
2021-03-01,EAV Rubilizi,Western,Bed Linen,541,77.2,0,1,99.8,765.2
2021-04-01,EAV Rubilizi,Western,Bed Linen,465,80.9,0,0,67.8,746.58
2021-05-01,EAV Rubilizi,Western,Bed Linen,494,80.4,0,0,66.5,831.02
2021-06-01,EAV Rubilizi,Western,Bed Linen,552,69.9,1,0,79.8,968.46
2021-07-01,EAV Rubilizi,Western,Bed Linen,513,73.5,0,0,10.0,866.86
2021-08-01,EAV Rubilizi,Western,Bed Linen,512,64.1,0,0,71.8,774.86
2021-09-01,EAV Rubilizi,Western,Bed Linen,533,85.5,0,1,84.7,731.51
2021-10-01,EAV Rubilizi,Western,Bed Linen,486,87.0,0,0,63.7,504.06
2021-11-01,EAV Rubilizi,Western,Bed Linen,520,77.6,1,0,131.4,510.89
2021-12-01,EAV Rubilizi,Western,Bed Linen,488,70.6,0,0,90.2,369.62
2022-01-01,EAV Rubilizi,Western,Bed Linen,475,66.5,0,0,110.8,455.52
2022-02-01,EAV Rubilizi,Western,Bed Linen,438,88.7,0,0,164.9,517.5
2022-03-01,EAV Rubilizi,Western,Bed Linen,470,99.0,0,1,50.4,715.78
2022-04-01,EAV Rubilizi,Western,Bed Linen,495,88.8,0,0,100.8,710.7
2022-05-01,EAV Rubilizi,Western,Bed Linen,461,75.3,0,0,59.8,749.45
2022-06-01,EAV Rubilizi,Western,Bed Linen,473,66.0,1,0,127.7,832.22
2022-07-01,EAV Rubilizi,Western,Bed Linen,451,76.7,0,0,92.1,638.83
2022-08-01,EAV Rubilizi,Western,Bed Linen,499,69.6,0,0,141.3,722.88
2022-09-01,EAV Rubilizi,Western,Bed Linen,478,72.0,0,1,86.9,687.6
2022-10-01,EAV Rubilizi,Western,Bed Linen,489,76.3,0,0,91.8,495.15
2022-11-01,EAV Rubilizi,Western,Bed Linen,479,61.3,1,0,119.2,499.43
2022-12-01,EAV Rubilizi,Western,Bed Linen,466,93.2,0,0,92.6,407.29
2023-01-01,EAV Rubilizi,Western,Bed Linen,515,81.2,0,0,101.8,457.11
2023-02-01,EAV Rubilizi,Western,Bed Linen,503,75.9,0,0,106.7,446.59
2023-03-01,EAV Rubilizi,Western,Bed Linen,476,91.8,0,1,67.0,667.84
2023-04-01,EAV Rubilizi,Western,Bed Linen,476,68.3,0,0,23.8,662.11
2023-05-01,EAV Rubilizi,Western,Bed Linen,494,77.6,0,0,85.7,781.36
2023-06-01,EAV Rubilizi,Western,Bed Linen,520,76.5,1,0,72.8,923.22
2023-07-01,EAV Rubilizi,Western,Bed Linen,507,89.3,0,0,71.2,828.62
2023-08-01,EAV Rubilizi,Western,Bed Linen,500,70.1,0,0,90.6,614.19
2023-09-01,EAV Rubilizi,Western,Bed Linen,436,80.9,0,1,78.5,658.32
2023-10-01,EAV Rubilizi,Western,Bed Linen,489,70.2,0,0,88.6,458.61
